10000,0.0000454159,0.0008196861
20000,0.0000584206,0.0015361517
30000,0.0000752376,0.0039878606
40000,0.0000805213,0.0039761736
50000,0.0001205668,0.0071176752
60000,0.0001631844,0.0115895311
70000,0.0001743792,0.0112065322
80000,0.0001979439,0.0133948405
90000,0.0002317549,0.0163671305
100000,0.0002715281,0.0204911274
