10000,0.0064172969,0.0000050260
20000,0.0146760819,0.0000264956
30000,0.0247144692,0.0000231244
40000,0.0355911230,0.0000237204
50000,0.0395580552,0.0000259541
60000,0.0462019000,0.0000210457
70000,0.0541473448,0.0000207476
80000,0.0823799868,0.0000292559
90000,0.0967859148,0.0000289301
100000,0.1153931042,0.0000302997
