10000,0.003267431,0.000002865
20000,0.007175186,3.0142E-06
30000,0.014142827,4.0777E-06
40000,0.017922776,4.2124E-06
50000,0.023457636,4.8165E-06
60000,0.031975822,3.5009E-06
70000,0.034153442,1.1482E-06
80000,0.040347687,1.8055E-06
90000,0.044576567,2.8431E-06
100000,0.047792014,1.2773E-06
